"","word","n"
"4928","can you help me",16
"4929","chairman of the board",16
"4930","check it out at",16
"4931","check it out i",16
"4932","coming to an end",16
"4933","day in and day",16
"4934","department of natural resources",16
"4935","did not return a",16
"4936","did you have a",16
"4937","do a better job",16
"4938","do not know what",16
"4939","do you have the",16
"4940","don't know about you",16
"4941","don't need to be",16
"4942","don't want to see",16
"4943","driving under the influence",16
"4944","earn advertising fees by",16
"4945","end of this month",16
"4946","eu associates programmes designed",16
"4947","eu this content is",16
"4948","even if it was",16
"4949","every one of them",16
"4950","excited to be a",16
"4951","familiar with the matter",16
"4952","feel like i should",16
"4953","fees by advertising and",16
"4954","few weeks ago i",16
"4955","few years ago i",16
"4956","figuring out how to",16
"4957","first time since the",16
"4958","follow me please i",16
"4959","for about an hour",16
"4960","for me so i",16
"4961","for more than two",16
"4962","for sites to earn",16
"4963","for taking the time",16
"4964","for the day i",16
"4965","for the los angeles",16
"4966","for the past year",16
"4967","for the right to",16
"4968","for the rt have",16
"4969","for the same reason",16
"4970","for the second straight",16
"4971","for the third time",16
"4972","for the united states",16
"4973","for the use of",16
"4974","for those who have",16
"4975","forward to meeting you",16
"4976","free and open to",16
"4977","from the get go",16
"4978","from the new york",16
"4979","from what i can",16
"4980","games of the season",16
"4981","get out of my",16
"4982","get the hang of",16
"4983","get to go to",16
"4984","getting ready for a",16
"4985","getting to know the",16
"4986","girl in the world",16
"4987","glad to see you",16
"4988","go all the way",16
"4989","going to be there",16
"4990","good place to start",16
"4991","got the best of",16
"4992","great way to end",16
"4993","has been able to",16
"4994","has been charged with",16
"4995","has to be done",16
"4996","have a great night",16
"4997","have a great one",16
"4998","have a look at",16
"4999","have an awesome day",16
"5000","have anything to do",16
"5001","have more than one",16
"5002","have no now we",16
"5003","have the courage to",16
"5004","have the time to",16
"5005","have to figure out",16
"5006","have to take a",16
"5007","have to wake up",16
"5008","have yet to be",16
"5009","he has not been",16
"5010","he said adding that",16
"5011","he said that he",16
"5012","hole in the wall",16
"5013","how many of those",16
"5014","how to be a",16
"5015","how to use the",16
"5016","i am a big",16
"5017","i am a fan",16
"5018","i am a little",16
"5019","i am hoping to",16
"5020","i am proud of",16
"5021","i am so thankful",16
"5022","i am sure you",16
"5023","i decided to use",16
"5024","i did not have",16
"5025","i didn't even know",16
"5026","i do know that",16
"5027","i don't care how",16
"5028","i don't need a",16
"5029","i don’t even know",16
"5030","i don’t think it’s",16
"5031","i dont know what",16
"5032","i feel like i've",16
"5033","i feel the same",16
"5034","i figured it was",16
"5035","i guess i was",16
"5036","i had a few",16
"5037","i had to be",16
"5038","i have a little",16
"5039","i have a question",16
"5040","i have never had",16
"5041","i have to pay",16
"5042","i have to try",16
"5043","i have to wait",16
"5044","i hope all is",16
"5045","i hope you enjoyed",16
"5046","i knew i would",16
"5047","i know i can't",16
"5048","i know that you",16
"5049","i love this song",16
"5050","i may not be",16
"5051","i may not have",16
"5052","i need is a",16
"5053","i never thought i",16
"5054","i never thought i'd",16
"5055","i think i want",16
"5056","i think you can",16
"5057","i used to know",16
"5058","i wanna go to",16
"5059","i wanted to get",16
"5060","i was a child",16
"5061","i was listening to",16
"5062","i was on a",16
"5063","i was ready to",16
"5064","i will give you",16
"5065","i will have a",16
"5066","i would do the",16
"5067","i would have never",16
"5068","i'm ready for the",16
"5069","i'm so excited to",16
"5070","i've been meaning to",16
"5071","i’m not sure i",16
"5072","icing on the cake",16
"5073","if it is a",16
"5074","if there are any",16
"5075","if you are on",16
"5076","if you have been",16
"5077","if you know me",16
"5078","if you know what",16
"5079","if you want it",16
"5080","if you're in the",16
"5081","important to note that",16
"5082","in a food processor",16
"5083","in a press release",16
"5084","in and day out",16
"5085","in favor of a",16
"5086","in front of their",16
"5087","in front of us",16
"5088","in my room and",16
"5089","in part because of",16
"5090","in st louis and",16
"5091","in the age of",16
"5092","in the amazon services",16
"5093","in the first game",16
"5094","in the first period",16
"5095","in the fridge for",16
"5096","in the future i",16
"5097","in the head and",16
"5098","in the long term",16
"5099","in the past five",16
"5100","in the world but",16
"5101","into one of the",16
"5102","is a participant in",16
"5103","is a very good",16
"5104","is an example of",16
"5105","is going on in",16
"5106","is in the process",16
"5107","is just one of",16
"5108","is more likely to",16
"5109","is not a bad",16
"5110","is not only a",16
"5111","is not the case",16
"5112","is so much better",16
"5113","is that they are",16
"5114","is the first day",16
"5115","is working on a",16
"5116","it a little bit",16
"5117","it for the first",16
"5118","it i need to",16
"5119","it is impossible to",16
"5120","it is just a",16
"5121","it may be that",16
"5122","it might have been",16
"5123","it one of the",16
"5124","it over and over",16
"5125","it took a while",16
"5126","it would be to",16
"5127","it would mean the",16
"5128","it's a good idea",16
"5129","it's a great day",16
"5130","it's going to take",16
"5131","it's supposed to be",16
"5132","just a few weeks",16
"5133","just a few years",16
"5134","just thinking about it",16
"5135","knew it would be",16
"5136","know for a fact",16
"5137","know how it goes",16
"5138","know what i want",16
"5139","last couple of days",16
"5140","let you know that",16
"5141","like i used to",16
"5142","like to have a",16
"5143","like us on facebook",16
"5144","linking to amazon.com amazon.ca",16
"5145","live in the same",16
"5146","llc and amazon eu",16
"5147","llc and or amazon",16
"5148","looking for a job",16
"5149","lot of people who",16
"5150","love is like a",16
"5151","made the most of",16
"5152","make it a great",16
"5153","me i don't know",16
"5154","me if you are",16
"5155","me it would mean",16
"5156","mean the world to",16
"5157","means for sites to",16
"5158","meet the needs of",16
"5159","might be a little",16
"5160","might be interested in",16
"5161","more information or to",16
"5162","more than two dozen",16
"5163","my life and i",16
"5164","my life right now",16
"5165","need to be able",16
"5166","need to get back",16
"5167","need to take a",16
"5168","no i don't want",16
"5169","no more than a",16
"5170","no now we have",16
"5171","not one but two",16
"5172","not only is it",16
"5173","not sure how to",16
"5174","now i'm going to",16
"5175","number of people who",16
"5176","of my all time",16
"5177","of osama bin laden",16
"5178","of the federal government",16
"5179","of the lord is",16
"5180","of the people of",16
"5181","of the things we",16
"5182","of you who have",16
"5183","oh my god i",16
"5184","on how to make",16
"5185","on the grounds that",16
"5186","on the internet and",16
"5187","on the top of",16
"5188","on this website comes",16
"5189","once and for all",16
"5190","one of my all",16
"5191","one of the only",16
"5192","one of the world’s",16
"5193","one step at a",16
"5194","or amazon eu this",16
"5195","or should i say",16
"5196","out how to use",16
"5197","out of the office",16
"5198","out of the question",16
"5199","out of the room",16
"5200","out the rest of",16
"5201","out there in the",16
"5202","part of a larger",16
"5203","participant in the amazon",16
"5204","person in the world",16
"5205","played a role in",16
"5206","pointed out that the",16
"5207","prayers go out to",16
"5208","president george w bush",16
"5209","programmes designed to provide",16
"5210","provide a means for",16
"5211","reminds me of my",16
"5212","rest of his life",16
"5213","rest of the family",16
"5214","right now and i",16
"5215","rt looking forward to",16
"5216","said he and his",16
"5217","said he has been",16
"5218","said there is a",16
"5219","services llc and amazon",16
"5220","services llc and or",16
"5221","sex and the city",16
"5222","share it with you",16
"5223","she was able to",16
"5224","should be allowed to",16
"5225","since my last post",16
"5226","sites to earn advertising",16
"5227","so excited to have",16
"5228","so happy to see",16
"5229","so here it is",16
"5230","so i can watch",16
"5231","so i wanted to",16
"5232","so i will be",16
"5233","so it looks like",16
"5234","so much i love",16
"5235","so this is the",16
"5236","something i want to",16
"5237","sorry for your loss",16
"5238","spent most of the",16
"5239","st louis public schools",16
"5240","state department of education",16
"5241","stay out of the",16
"5242","stay tuned for more",16
"5243","stop by and say",16
"5244","sure it will be",16
"5245","take care of my",16
"5246","take place in the",16
"5247","taken to a hospital",16
"5248","teach me how to",16
"5249","tell you the truth",16
"5250","thanks for stopping in",16
"5251","thanks to everyone for",16
"5252","that big of a",16
"5253","that can be used",16
"5254","that he wanted to",16
"5255","that he will be",16
"5256","that i don't have",16
"5257","that i don't know",16
"5258","that i needed to",16
"5259","that i'm going to",16
"5260","that in order to",16
"5261","that no matter how",16
"5262","that there is an",16
"5263","that was the best",16
"5264","that was the first",16
"5265","that you are not",16
"5266","the affordable care act",16
"5267","the amazon services llc",16
"5268","the attorney general's office",16
"5269","the best of seven",16
"5270","the bottom of a",16
"5271","the bottom of this",16
"5272","the cost of a",16
"5273","the crap out of",16
"5274","the date of the",16
"5275","the effects of the",16
"5276","the end of your",16
"5277","the ends of the",16
"5278","the exception of the",16
"5279","the face of a",16
"5280","the federal government and",16
"5281","the first part of",16
"5282","the first place i",16
"5283","the first three months",16
"5284","the first time a",16
"5285","the first time ever",16
"5286","the first time on",16
"5287","the last four years",16
"5288","the last several years",16
"5289","the lives of the",16
"5290","the los angeles lakers",16
"5291","the members of the",16
"5292","the middle of nowhere",16
"5293","the new england patriots",16
"5294","the news of the",16
"5295","the one in the",16
"5296","the only one i",16
"5297","the other hand the",16
"5298","the plan is to",16
"5299","the reason for the",16
"5300","the relationship between the",16
"5301","the rule of law",16
"5302","the same thing i",16
"5303","the same time that",16
"5304","the son of a",16
"5305","the son of god",16
"5306","the time i got",16
"5307","the timing of the",16
"5308","the united states to",16
"5309","the university of michigan",16
"5310","the wild things are",16
"5311","the word of the",16
"5312","the world and the",16
"5313","the wrong side of",16
"5314","then all of a",16
"5315","there are times when",16
"5316","there is a difference",16
"5317","there is a great",16
"5318","there is nothing in",16
"5319","there is still a",16
"5320","there might be a",16
"5321","there must be a",16
"5322","there's no reason to",16
"5323","they are trying to",16
"5324","they were trying to",16
"5325","thing in the world",16
"5326","thing to do is",16
"5327","think about it i",16
"5328","this could be a",16
"5329","this is how it",16
"5330","this is the way",16
"5331","this part of the",16
"5332","this website comes from",16
"5333","thought i would share",16
"5334","thousands of dollars in",16
"5335","time and time again",16
"5336","to add to my",16
"5337","to admit that i",16
"5338","to amazon.com amazon.ca amazon.co.uk",16
"5339","to be a bit",16
"5340","to be a tough",16
"5341","to be found in",16
"5342","to be friends with",16
"5343","to be used for",16
"5344","to catch up with",16
"5345","to do it but",16
"5346","to do what is",16
"5347","to do with this",16
"5348","to earn advertising fees",16
"5349","to fall in love",16
"5350","to figure out why",16
"5351","to find out about",16
"5352","to get people to",16
"5353","to get things done",16
"5354","to give up the",16
"5355","to go out there",16
"5356","to go through a",16
"5357","to go to college",16
"5358","to have you on",16
"5359","to hear about your",16
"5360","to hear more about",16
"5361","to listen to the",16
"5362","to look at a",16
"5363","to look at it",16
"5364","to make a living",16
"5365","to make way for",16
"5366","to participate in a",16
"5367","to pay attention to",16
"5368","to pick it up",16
"5369","to provide a means",16
"5370","to say i love",16
"5371","to say that it",16
"5372","to see the avengers",16
"5373","to see you soon",16
"5374","to take up the",16
"5375","to the extent that",16
"5376","to the people who",16
"5377","to the right of",16
"5378","to the west coast",16
"5379","to those who are",16
"5380","to work on it",16
"5381","to work on my",16
"5382","today i want to",16
"5383","today is the last",16
"5384","too much to ask",16
"5385","too thanks for the",16
"5386","united states of america",16
"5387","wait for the next",16
"5388","walking down the street",16
"5389","want to be on",16
"5390","want to do a",16
"5391","want to go out",16
"5392","was a great day",16
"5393","was a time when",16
"5394","was going to happen",16
"5395","was the fact that",16
"5396","wasn't going to be",16
"5397","water to a boil",16
"5398","we also have a",16
"5399","we are looking forward",16
"5400","we get to see",16
"5401","we had to do",16
"5402","we have a great",16
"5403","we know that the",16
"5404","we still have a",16
"5405","website comes from amazon",16
"5406","were part of the",16
"5407","what are you talking",16
"5408","what are your favorite",16
"5409","what is it about",16
"5410","what is the best",16
"5411","what they have to",16
"5412","what to do and",16
"5413","what to do if",16
"5414","what we need to",16
"5415","when i woke up",16
"5416","where did you get",16
"5417","where i want to",16
"5418","where the wild things",16
"5419","whether or not i",16
"5420","whether or not you",16
"5421","who wants to be",16
"5422","who wants to go",16
"5423","will be held in",16
"5424","will have to do",16
"5425","will no longer be",16
"5426","wish i could say",16
"5427","wish there was a",16
"5428","with a cup of",16
"5429","with a list of",16
"5430","with some of my",16
"5431","with two outs in",16
"5432","world war ii and",16
"5433","would be hard to",16
"5434","would love to know",16
"5435","would mean so much",16
"5436","you are not a",16
"5437","you are ready to",16
"5438","you been up to",16
"5439","you can join us",16
"5440","you get to see",16
"5441","you get to the",16
"5442","you i hate you",16
"5443","you in the face",16
"5444","you looking forward to",16
"5445","you may need to",16
"5446","you really need to",16
"5447","you should check out",16
"5448","you think about it",16
"5449","you to all who",16
"5450","you to know that",16
"5451","you were able to",16
"5452","you're going to do",16
"5453","you're going to get",16
"5454","your friends to follow",16
"5455","a beautiful day in",15
"5456","a better way to",15
"5457","a big thanks to",15
"5458","a break from the",15
"5459","a few minutes and",15
"5460","a few minutes before",15
"5461","a few more days",15
"5462","a glimpse of the",15
"5463","a good bit of",15
"5464","a good day i",15
"5465","a happy new year",15
"5466","a list of things",15
"5467","a lot better than",15
"5468","a lot more to",15
"5469","a lot of sense",15
"5470","a month or so",15
"5471","a part of our",15
"5472","a photo of the",15
"5473","a place where you",15
"5474","a request for comment",15
"5475","a review of the",15
"5476","a sense of humor",15
"5477","a thing of the",15
"5478","a tour of the",15
"5479","a town hall meeting",15
"5480","a walk in the",15
"5481","about a year and",15
"5482","about half of the",15
"5483","after all these years",15
"5484","all have a great",15
"5485","all of my friends",15
"5486","all of these things",15
"5487","all the things i",15
"5488","all the time in",15
"5489","am going to have",15
"5490","an important role in",15
"5491","and a chance to",15
"5492","and a group of",15
"5493","and a half hours",15
"5494","and how do you",15
"5495","and i believe that",15
"5496","and i do not",15
"5497","and i got to",15
"5498","and i like to",15
"5499","and i love to",15
"5500","and i was able",15
"5501","and i would love",15
"5502","and if you don't",15
"5503","and it makes me",15
"5504","and leave a comment",15
"5505","and on the other",15
"5506","and some of them",15
"5507","and that is what",15
"5508","and that it is",15
"5509","and the first thing",15
"5510","and then it was",15
"5511","and to be honest",15
"5512","and was able to",15
"5513","anyone with information about",15
"5514","are one of my",15
"5515","army corps of engineers",15
"5516","around the world in",15
"5517","around the world the",15
"5518","as fast as i",15
"5519","as i can remember",15
"5520","as long as possible",15
"5521","as many people as",15
"5522","as much of a",15
"5523","as of right now",15
"5524","as part of their",15
"5525","at madison square garden",15
"5526","at that point i",15
"5527","at the forefront of",15
"5528","awesome thanks for the",15
"5529","be a long day",15
"5530","be held at the",15
"5531","became one of the",15
"5532","because there is no",15
"5533","become part of the",15
"5534","been a long day",15
"5535","been able to get",15
"5536","before i go to",15
"5537","before i knew it",15
"5538","between the ages of",15
"5539","boston add boston add",15
"5540","bush era tax cuts",15
"5541","but at least i",15
"5542","but i don’t think",15
"5543","but i have been",15
"5544","but it is also",15
"5545","but not all of",15
"5546","but other than that",15
"5547","but that doesn’t mean",15
"5548","but that would be",15
"5549","but there was no",15
"5550","but when i do",15
"5551","by far the best",15
"5552","by members of the",15
"5553","by the federal government",15
"5554","by the lack of",15
"5555","can be found at",15
"5556","can i say i",15
"5557","can make a difference",15
"5558","can't wait for my",15
"5559","can't wait for next",15
"5560","check out my new",15
"5561","chicago chicago illinois incorporated",15
"5562","close my eyes and",15
"5563","come check it out",15
"5564","come up with some",15
"5565","contributed to this story",15
"5566","couple of months ago",15
"5567","day at a time",15
"5568","day to all of",15
"5569","decided to go with",15
"5570","did you hear about",15
"5571","didn't get a chance",15
"5572","director of the center",15
"5573","do you know if",15
"5574","do you know the",15
"5575","do you know when",15
"5576","does a great job",15
"5577","does anyone have a",15
"5578","does it mean to",15
"5579","don't talk to me",15
"5580","don't want to miss",15
"5581","end up with a",15
"5582","even if it means",15
"5583","exactly the same as",15
"5584","excited to see what",15
"5585","far as i'm concerned",15
"5586","felt the need to",15
"5587","few years ago and",15
"5588","figure out a way",15
"5589","first three months of",15
"5590","follow me i follow",15
"5591","for a couple hours",15
"5592","for a great cause",15
"5593","for a while the",15
"5594","for a year and",15
"5595","for both of us",15
"5596","for me as a",15
"5597","for me it is",15
"5598","for me to be",15
"5599","for the city of",15
"5600","for the ff love",15
"5601","for the follow love",15
"5602","for the future of",15
"5603","for the start of",15
"5604","for those who want",15
"5605","from here on out",15
"5606","from some of the",15
"5607","from the back of",15
"5608","get away with it",15
"5609","get back in the",15
"5610","give me a shout",15
"5611","go to the beach",15
"5612","goal is to get",15
"5613","goal of the season",15
"5614","going to be my",15
"5615","going to do the",15
"5616","going to get the",15
"5617","going to get to",15
"5618","going to look at",15
"5619","going to talk about",15
"5620","going to tell you",15
"5621","going to the game",15
"5622","going to the gym",15
"5623","got a call from",15
"5624","got a chance to",15
"5625","had something to do",15
"5626","had to do with",15
"5627","hanging out with the",15
"5628","happy new year everyone",15
"5629","has a chance to",15
"5630","has a lot to",15
"5631","has been a great",15
"5632","have a list of",15
"5633","have always been a",15
"5634","have no interest in",15
"5635","have some of the",15
"5636","have to be in",15
"5637","have to listen to",15
"5638","have to make it",15
"5639","have to tell me",15
"5640","haven't been on here",15
"5641","he is expected to",15
"5642","he said it is",15
"5643","he said it's a",15
"5644","he said we have",15
"5645","he wasn't going to",15
"5646","he went to the",15
"5647","hell of a lot",15
"5648","help us spread the",15
"5649","hey how are you",15
"5650","hope you can join",15
"5651","house speaker john boehner",15
"5652","i am proud to",15
"5653","i are going to",15
"5654","i came to the",15
"5655","i can't wait until",15
"5656","i cant wait for",15
"5657","i could make it",15
"5658","i decided that i",15
"5659","i did a little",15
"5660","i do not believe",15
"5661","i don't know but",15
"5662","i don't know who",15
"5663","i don't really care",15
"5664","i don't think there's",15
"5665","i don’t know about",15
"5666","i don’t think so",15
"5667","i had to have",15
"5668","i have a great",15
"5669","i have a hard",15
"5670","i have had to",15
"5671","i haven't had a",15
"5672","i hope you can",15
"5673","i just don't understand",15
"5674","i just realized that",15
"5675","i just saw this",15
"5676","i just want you",15
"5677","i know for a",15
"5678","i know you will",15
"5679","i love her i",15
"5680","i love it so",15
"5681","i need to learn",15
"5682","i really don't know",15
"5683","i really wish i",15
"5684","i said i was",15
"5685","i seem to have",15
"5686","i should go to",15
"5687","i should have been",15
"5688","i signed up for",15
"5689","i swear to god",15
"5690","i the only person",15
"5691","i think about the",15
"5692","i think he was",15
"5693","i think i could",15
"5694","i think i got",15
"5695","i think i know",15
"5696","i think if you",15
"5697","i think we all",15
"5698","i think you have",15
"5699","i thought it might",15
"5700","i thought we were",15
"5701","i told him i",15
"5702","i used to love",15
"5703","i want to write",15
"5704","i wanted to say",15
"5705","i went to bed",15
"5706","i will be at",15
"5707","i wish you could",15
"5708","i wonder how much",15
"5709","i wonder if the",15
"5710","i'll check it out",15
"5711","i'm not a fan",15
"5712","if he wants to",15
"5713","if i can help",15
"5714","if i were to",15
"5715","if i'm going to",15
"5716","if it weren't for",15
"5717","if you are an",15
"5718","if you decide to",15
"5719","if you happen to",15
"5720","in a way i",15
"5721","in a world of",15
"5722","in accordance with the",15
"5723","in case you were",15
"5724","in fact it was",15
"5725","in front of an",15
"5726","in front of her",15
"5727","in less than two",15
"5728","in line with the",15
"5729","in my opinion the",15
"5730","in recent years the",15
"5731","in the basement of",15
"5732","in the car with",15
"5733","in the early days",15
"5734","in the front row",15
"5735","in the interest of",15
"5736","in the lives of",15
"5737","in the los angeles",15
"5738","in the ncaa tournament",15
"5739","in the second and",15
"5740","in the second inning",15
"5741","in the second period",15
"5742","in the third inning",15
"5743","in your life that",15
"5744","is a kind of",15
"5745","is a waste of",15
"5746","is as good as",15
"5747","is going to come",15
"5748","is going to do",15
"5749","is it bad that",15
"5750","is it so hard",15
"5751","is it weird that",15
"5752","is just around the",15
"5753","is just too much",15
"5754","is my new favorite",15
"5755","is not one of",15
"5756","is not to be",15
"5757","is open to the",15
"5758","is right around the",15
"5759","is that he is",15
"5760","is that we are",15
"5761","is the ability to",15
"5762","is the son of",15
"5763","it could be worse",15
"5764","it is also a",15
"5765","it is amazing how",15
"5766","it is kind of",15
"5767","it is supposed to",15
"5768","it is the first",15
"5769","it looks like the",15
"5770","it makes sense to",15
"5771","it takes a lot",15
"5772","it was a big",15
"5773","it was a pleasure",15
"5774","it was fun to",15
"5775","it was part of",15
"5776","it was the most",15
"5777","it would be easy",15
"5778","it would make a",15
"5779","it's hard to believe",15
"5780","it's really hard to",15
"5781","it’s one of the",15
"5782","it’s one of those",15
"5783","just made my day",15
"5784","just met you and",15
"5785","just trying to make",15
"5786","know how to use",15
"5787","know what i would",15
"5788","know what they say",15
"5789","know what was going",15
"5790","know you want to",15
"5791","last time i was",15
"5792","like a good idea",15
"5793","like to be a",15
"5794","look no further than",15
"5795","love to hear what",15
"5796","love to see it",15
"5797","love you i love",15
"5798","love you thanks for",15
"5799","lucky to have you",15
"5800","made me realize that",15
"5801","make sure that you",15
"5802","make sure to check",15
"5803","many of you are",15
"5804","matter how many times",15
"5805","may be the most",15
"5806","me i'm going to",15
"5807","me if you have",15
"5808","me if you need",15
"5809","me that i was",15
"5810","might not be able",15
"5811","most of us have",15
"5812","my family and i",15
"5813","my way to work",15
"5814","near the top of",15
"5815","need to be more",15
"5816","never get tired of",15
"5817","never too late to",15
"5818","none of this is",15
"5819","not as bad as",15
"5820","not one of them",15
"5821","not one of those",15
"5822","not sure if it",15
"5823","not to think about",15
"5824","nothing wrong with that",15
"5825","now it's time for",15
"5826","o to my new",15
"5827","of the first things",15
"5828","of the house of",15
"5829","of the matter is",15
"5830","of the time and",15
"5831","of the year to",15
"5832","on a couple of",15
"5833","on a number of",15
"5834","on a scale of",15
"5835","on her way to",15
"5836","on the issue of",15
"5837","on the list of",15
"5838","on the look out",15
"5839","on the power play",15
"5840","on the red carpet",15
"5841","on the strength of",15
"5842","on the topic of",15
"5843","on your way to",15
"5844","one of my friends",15
"5845","one of the funniest",15
"5846","one of the new",15
"5847","one way or the",15
"5848","out how to get",15
"5849","over the years i",15
"5850","part of the solution",15
"5851","please follow me it",15
"5852","please please follow me",15
"5853","ready for the weekend",15
"5854","reduce the number of",15
"5855","reminds me of a",15
"5856","rt have a great",15
"5857","said in the statement",15
"5858","said last week that",15
"5859","said that he was",15
"5860","say that i am",15
"5861","see you again soon",15
"5862","see you next week",15
"5863","seems to have been",15
"5864","senate president stephen sweeney",15
"5865","senior vice president of",15
"5866","should be a good",15
"5867","should not have been",15
"5868","showed up at the",15
"5869","side of the story",15
"5870","so excited for this",15
"5871","so i thought i'd",15
"5872","so it was a",15
"5873","so proud of my",15
"5874","so that we could",15
"5875","so you can get",15
"5876","some of my friends",15
"5877","sometimes i wish i",15
"5878","soon as i can",15
"5879","sorry for the delay",15
"5880","sorry for the late",15
"5881","spend more time with",15
"5882","spoke on condition of",15
"5883","st louis county police",15
"5884","such thing as a",15
"5885","take part in the",15
"5886","talk to me about",15
"5887","thank u so much",15
"5888","thank you for that",15
"5889","thanks for joining us",15
"5890","that has to be",15
"5891","that he is a",15
"5892","that he is not",15
"5893","that he was not",15
"5894","that i can see",15
"5895","that i was not",15
"5896","that is exactly what",15
"5897","that kind of thing",15
"5898","that may have been",15
"5899","that no matter what",15
"5900","that should have been",15
"5901","that the majority of",15
"5902","that there is something",15
"5903","that they do not",15
"5904","that was one of",15
"5905","that was the case",15
"5906","that's just the way",15
"5907","that's what happens when",15
"5908","the american red cross",15
"5909","the back of his",15
"5910","the best part about",15
"5911","the best thing ever",15
"5912","the board of directors",15
"5913","the commerce department said",15
"5914","the design of the",15
"5915","the difference in the",15
"5916","the director of the",15
"5917","the end of april",15
"5918","the end of june",15
"5919","the end of that",15
"5920","the european central bank",15
"5921","the extent to which",15
"5922","the heck out of",15
"5923","the importance of the",15
"5924","the internal revenue service",15
"5925","the lead in the",15
"5926","the lord jesus christ",15
"5927","the loss of a",15
"5928","the moms out there",15
"5929","the new york stock",15
"5930","the occupy wall street",15
"5931","the ones who are",15
"5932","the only people who",15
"5933","the only problem is",15
"5934","the only time i",15
"5935","the opening of the",15
"5936","the opposite side of",15
"5937","the oregon department of",15
"5938","the other hand i",15
"5939","the past two decades",15
"5940","the quality of life",15
"5941","the rest of it",15
"5942","the rt have a",15
"5943","the run up to",15
"5944","the same way that",15
"5945","the state of new",15
"5946","the support of the",15
"5947","the things you do",15
"5948","the three of us",15
"5949","the turn of the",15
"5950","the united states has",15
"5951","the university of colorado",15
"5952","the way for the",15
"5953","the words of the",15
"5954","their way to the",15
"5955","there are a number",15
"5956","there are many other",15
"5957","there is a very",15
"5958","there is no better",15
"5959","there is nothing wrong",15
"5960","there is still time",15
"5961","there will be an",15
"5962","they were in the",15
"5963","they would have to",15
"5964","things in the world",15
"5965","think i want to",15
"5966","this is how i",15
"5967","this is just the",15
"5968","this is something i",15
"5969","this is the place",15
"5970","this is what happens",15
"5971","this time it was",15
"5972","thought it might be",15
"5973","thx for the follow",15
"5974","time to go home",15
"5975","to a group of",15
"5976","to a point where",15
"5977","to a request for",15
"5978","to advance to the",15
"5979","to all my followers",15
"5980","to all of us",15
"5981","to all the mothers",15
"5982","to and from the",15
"5983","to apply for a",15
"5984","to be honest with",15
"5985","to be included in",15
"5986","to be involved in",15
"5987","to be the same",15
"5988","to be with you",15
"5989","to connect with you",15
"5990","to deal with it",15
"5991","to deal with this",15
"5992","to do it in",15
"5993","to do it right",15
"5994","to do that i",15
"5995","to do to get",15
"5996","to get it done",15
"5997","to have some fun",15
"5998","to have you in",15
"5999","to know that you",15
"6000","to listen to it",15
"6001","to look like the",15
"6002","to make a big",15
"6003","to make ends meet",15
"6004","to make it look",15
"6005","to make it through",15
"6006","to make sense of",15
"6007","to me in the",15
"6008","to meet the needs",15
"6009","to see all of",15
"6010","to see if you",15
"6011","to see some of",15
"6012","to see what was",15
"6013","to see you too",15
"6014","to speak to the",15
"6015","to take on the",15
"6016","to tell you the",15
"6017","to the american people",15
"6018","to the board of",15
"6019","to the second round",15
"6020","to the super bowl",15
"6021","to the university of",15
"6022","to try something new",15
"6023","to work in a",15
"6024","to working with you",15
"6025","to worry about the",15
"6026","to write a book",15
"6027","today is going to",15
"6028","try to figure out",15
"6029","trying to think of",15
"6030","up to date on",15
"6031","up to the hype",15
"6032","us spread the word",15
"6033","vast majority of the",15
"6034","vice president joe biden",15
"6035","wait to hear the",15
"6036","want to get out",15
"6037","want to go home",15
"6038","want to know how",15
"6039","want to see you",15
"6040","wanted to let you",15
"6041","wants to be a",15
"6042","wants to go to",15
"6043","was more of a",15
"6044","was thinking the same",15
"6045","way for me to",15
"6046","way or the other",15
"6047","way to end the",15
"6048","we all have a",15
"6049","we are able to",15
"6050","we are at the",15
"6051","we are looking at",15
"6052","we are proud to",15
"6053","we are so excited",15
"6054","we can do it",15
"6055","we want to know",15
"6056","we were on the",15
"6057","we're going to get",15
"6058","week and a half",15
"6059","were going to do",15
"6060","were not able to",15
"6061","what do you call",15
"6062","what does this mean",15
"6063","what happened in the",15
"6064","what i was going",15
"6065","what is happening to",15
"6066","what time it is",15
"6067","what used to be",15
"6068","what's the difference between",15
"6069","when i get to",15
"6070","when i got to",15
"6071","when i have a",15
"6072","when i was growing",15
"6073","when i was pregnant",15
"6074","when will you be",15
"6075","when you get back",15
"6076","when you need to",15
"6077","whether or not the",15
"6078","whether or not they",15
"6079","which is to say",15
"6080","who is also a",15
"6081","who would have thought",15
"6082","will be happy to",15
"6083","will keep you posted",15
"6084","will you be at",15
"6085","with a bottle of",15
"6086","with a sense of",15
"6087","with a touch of",15
"6088","with that in mind",15
"6089","with the bases loaded",15
"6090","with the death of",15
"6091","would be fun to",15
"6092","would love it if",15
"6093","yes you read that",15
"6094","you all so much",15
"6095","you are such a",15
"6096","you be interested in",15
"6097","you can check out",15
"6098","you for all the",15
"6099","you how much i",15
"6100","you know what you",15
"6101","you to all of",15
"6102","you to all the",15
"6103","you want to hear",15
"6104","you were going to",15
"6105","you're going to have",15
"6106","your friends and family",15
"6107","a beautiful day to",14
"6108","a black and white",14
"6109","a day after the",14
"6110","a few days of",14
"6111","a few days to",14
"6112","a few minutes later",14
"6113","a few of us",14
"6114","a few weeks back",14
"6115","a glass of water",14
"6116","a good fit for",14
"6117","a huge thank you",14
