"","word","n"
"30026","said about the",16
"30027","said according to",16
"30028","said he couldn't",16
"30029","said the plan",16
"30030","said there's no",16
"30031","said to him",16
"30032","said we didn't",16
"30033","sale of the",16
"30034","same time that",16
"30035","same way that",16
"30036","san diego state",16
"30037","saw it and",16
"30038","say about it",16
"30039","say how much",16
"30040","say that we",16
"30041","say yes to",16
"30042","saying that he",16
"30043","says he was",16
"30044","scheduled to begin",16
"30045","school and i",16
"30046","search of a",16
"30047","season to taste",16
"30048","seasons in the",16
"30049","second to last",16
"30050","see from the",16
"30051","see how he",16
"30052","see how well",16
"30053","see you back",16
"30054","seem to find",16
"30055","seen as the",16
"30056","seen on the",16
"30057","sentiment is from",16
"30058","service in the",16
"30059","set up shop",16
"30060","shapes and sizes",16
"30061","share a few",16
"30062","she also said",16
"30063","she can do",16
"30064","she continued to",16
"30065","she does not",16
"30066","she is just",16
"30067","she is one",16
"30068","she looked at",16
"30069","she must be",16
"30070","she said as",16
"30071","she said you",16
"30072","she should be",16
"30073","she should have",16
"30074","she thought it",16
"30075","she took the",16
"30076","she was able",16
"30077","she was an",16
"30078","she was doing",16
"30079","should have had",16
"30080","should i get",16
"30081","shown in the",16
"30082","side of his",16
"30083","signs of a",16
"30084","since day one",16
"30085","since they are",16
"30086","sit at the",16
"30087","sit down to",16
"30088","sites to earn",16
"30089","six months of",16
"30090","slow down and",16
"30091","so bad that",16
"30092","so even if",16
"30093","so excited and",16
"30094","so excited that",16
"30095","so far that",16
"30096","so i gave",16
"30097","so i need",16
"30098","so i put",16
"30099","so i said",16
"30100","so i wasn't",16
"30101","so important to",16
"30102","so it would",16
"30103","so much but",16
"30104","so much i'm",16
"30105","so sad i",16
"30106","so they are",16
"30107","so they have",16
"30108","so we should",16
"30109","so what does",16
"30110","so yes i",16
"30111","society and the",16
"30112","some things i",16
"30113","some things that",16
"30114","someone else i",16
"30115","someone you know",16
"30116","someone you love",16
"30117","something i want",16
"30118","something to look",16
"30119","something wrong with",16
"30120","son was born",16
"30121","south st louis",16
"30122","space for the",16
"30123","speak at the",16
"30124","spend a few",16
"30125","spend most of",16
"30126","spend so much",16
"30127","st louis cardinals",16
"30128","stage at the",16
"30129","standard of living",16
"30130","star spangled banner",16
"30131","start for the",16
"30132","stay focused on",16
"30133","stay up late",16
"30134","step of the",16
"30135","still very much",16
"30136","stopped at the",16
"30137","stopped by the",16
"30138","stores in the",16
"30139","story for the",16
"30140","story of how",16
"30141","street in the",16
"30142","struck by the",16
"30143","struck me as",16
"30144","student at the",16
"30145","study by the",16
"30146","stuff on the",16
"30147","stuff to do",16
"30148","such as those",16
"30149","sums it up",16
"30150","surgery to repair",16
"30151","surround yourself with",16
"30152","sweeney d gloucester",16
"30153","symbol of the",16
"30154","system in the",16
"30155","take a little",16
"30156","take a minute",16
"30157","take a while",16
"30158","take it off",16
"30159","talks about the",16
"30160","tell me the",16
"30161","tell me who",16
"30162","tell the difference",16
"30163","tell us that",16
"30164","telling me i",16
"30165","text me i",16
"30166","than any of",16
"30167","than last year",16
"30168","than most of",16
"30169","than the last",16
"30170","than the original",16
"30171","than we have",16
"30172","thank you as",16
"30173","thank you happy",16
"30174","thanks for watching",16
"30175","that as well",16
"30176","that came to",16
"30177","that could make",16
"30178","that even the",16
"30179","that every time",16
"30180","that everything is",16
"30181","that he says",16
"30182","that he should",16
"30183","that is also",16
"30184","that is part",16
"30185","that it wasn’t",16
"30186","that just made",16
"30187","that may not",16
"30188","that must have",16
"30189","that night and",16
"30190","that on my",16
"30191","that people have",16
"30192","that person is",16
"30193","that she can",16
"30194","that song is",16
"30195","that the department",16
"30196","that the entire",16
"30197","that the issue",16
"30198","that the next",16
"30199","that the public",16
"30200","that the school",16
"30201","that the united",16
"30202","that there’s a",16
"30203","that these people",16
"30204","that they don’t",16
"30205","that this would",16
"30206","that was awesome",16
"30207","that was too",16
"30208","that we must",16
"30209","that we see",16
"30210","that with a",16
"30211","that's a pretty",16
"30212","that's just what",16
"30213","that's part of",16
"30214","that's what happens",16
"30215","that's what it",16
"30216","the agency said",16
"30217","the amazon services",16
"30218","the attorney general",16
"30219","the attorney general’s",16
"30220","the banks of",16
"30221","the basement of",16
"30222","the bathroom i",16
"30223","the best out",16
"30224","the best possible",16
"30225","the biggest problem",16
"30226","the bill was",16
"30227","the blazers have",16
"30228","the boys and",16
"30229","the brunt of",16
"30230","the bus and",16
"30231","the bus driver",16
"30232","the capacity to",16
"30233","the capital of",16
"30234","the captain of",16
"30235","the case to",16
"30236","the cast and",16
"30237","the cast of",16
"30238","the census bureau",16
"30239","the central bank",16
"30240","the characters are",16
"30241","the chicago bulls",16
"30242","the chinese government",16
"30243","the city at",16
"30244","the closest thing",16
"30245","the collection of",16
"30246","the company and",16
"30247","the company in",16
"30248","the company the",16
"30249","the constitutionality of",16
"30250","the country a",16
"30251","the country has",16
"30252","the country it",16
"30253","the country with",16
"30254","the county and",16
"30255","the county executive",16
"30256","the criminal justice",16
"30257","the crowd of",16
"30258","the darkness of",16
"30259","the day so",16
"30260","the day will",16
"30261","the deal is",16
"30262","the debt ceiling",16
"30263","the district to",16
"30264","the early bird",16
"30265","the east and",16
"30266","the energy of",16
"30267","the european central",16
"30268","the event the",16
"30269","the example of",16
"30270","the extent that",16
"30271","the face with",16
"30272","the festival is",16
"30273","the ff love",16
"30274","the final minute",16
"30275","the first night",16
"30276","the first woman",16
"30277","the floor with",16
"30278","the four seasons",16
"30279","the friends of",16
"30280","the front office",16
"30281","the fruits of",16
"30282","the game it",16
"30283","the game we",16
"30284","the gap between",16
"30285","the get go",16
"30286","the girl was",16
"30287","the good guys",16
"30288","the good the",16
"30289","the grounds that",16
"30290","the group and",16
"30291","the group that",16
"30292","the gulf of",16
"30293","the guys in",16
"30294","the hallway and",16
"30295","the highlights of",16
"30296","the hospital with",16
"30297","the house on",16
"30298","the house so",16
"30299","the hudson river",16
"30300","the idea behind",16
"30301","the incident and",16
"30302","the industry is",16
"30303","the interior of",16
"30304","the internet i",16
"30305","the investigation is",16
"30306","the kids have",16
"30307","the last game",16
"30308","the lead to",16
"30309","the likelihood of",16
"30310","the link below",16
"30311","the little ones",16
"30312","the look on",16
"30313","the look out",16
"30314","the lowest level",16
"30315","the man i",16
"30316","the man to",16
"30317","the master of",16
"30318","the matter is",16
"30319","the mayor said",16
"30320","the media the",16
"30321","the mercy of",16
"30322","the middle ages",16
"30323","the minimum wage",16
"30324","the moment but",16
"30325","the moms out",16
"30326","the money was",16
"30327","the most awesome",16
"30328","the mouth of",16
"30329","the movie i",16
"30330","the nasdaq composite",16
"30331","the national championship",16
"30332","the new song",16
"30333","the next book",16
"30334","the night is",16
"30335","the night we",16
"30336","the north and",16
"30337","the north carolina",16
"30338","the north dakota",16
"30339","the northeast ohio",16
"30340","the obama administration's",16
"30341","the occupy movement",16
"30342","the office and",16
"30343","the one they",16
"30344","the ones in",16
"30345","the ones with",16
"30346","the only two",16
"30347","the opportunity for",16
"30348","the others are",16
"30349","the outside and",16
"30350","the owner and",16
"30351","the pan to",16
"30352","the people he",16
"30353","the place was",16
"30354","the population of",16
"30355","the problem for",16
"30356","the problems that",16
"30357","the program has",16
"30358","the program which",16
"30359","the prosecutor's office",16
"30360","the public the",16
"30361","the purposes of",16
"30362","the release said",16
"30363","the road for",16
"30364","the road from",16
"30365","the road is",16
"30366","the roots of",16
"30367","the rt have",16
"30368","the run up",16
"30369","the salvation army",16
"30370","the same exact",16
"30371","the same position",16
"30372","the science of",16
"30373","the season finale",16
"30374","the season he",16
"30375","the seat of",16
"30376","the second largest",16
"30377","the secretary of",16
"30378","the show but",16
"30379","the show tonight",16
"30380","the side and",16
"30381","the simplicity of",16
"30382","the size and",16
"30383","the social security",16
"30384","the south carolina",16
"30385","the south of",16
"30386","the state for",16
"30387","the steps of",16
"30388","the street is",16
"30389","the street the",16
"30390","the subject matter",16
"30391","the table in",16
"30392","the team at",16
"30393","the team for",16
"30394","the time it's",16
"30395","the time this",16
"30396","the time with",16
"30397","the town and",16
"30398","the tree of",16
"30399","the two have",16
"30400","the tying run",16
"30401","the volume of",16
"30402","the washington county",16
"30403","the way is",16
"30404","the weather has",16
"30405","the website is",16
"30406","the week to",16
"30407","the west bank",16
"30408","the woman and",16
"30409","the word that",16
"30410","the working class",16
"30411","the world can",16
"30412","the world go",16
"30413","the world's best",16
"30414","the wrong direction",16
"30415","the year after",16
"30416","the year as",16
"30417","the year we",16
"30418","the year with",16
"30419","their children to",16
"30420","their families and",16
"30421","their support for",16
"30422","them a little",16
"30423","them all and",16
"30424","them all in",16
"30425","them up and",16
"30426","themselves and their",16
"30427","then at the",16
"30428","then i get",16
"30429","then i remembered",16
"30430","then i'll be",16
"30431","then on the",16
"30432","then we will",16
"30433","there are now",16
"30434","there but the",16
"30435","there comes a",16
"30436","there he was",16
"30437","there i just",16
"30438","there right now",16
"30439","there was any",16
"30440","there were about",16
"30441","there were also",16
"30442","there's a big",16
"30443","there's always a",16
"30444","there's not much",16
"30445","there's still time",16
"30446","these are my",16
"30447","these are some",16
"30448","these days but",16
"30449","they are ready",16
"30450","they are talking",16
"30451","they are trying",16
"30452","they can play",16
"30453","they get the",16
"30454","they got a",16
"30455","they have become",16
"30456","they should not",16
"30457","they were trying",16
"30458","thing i can",16
"30459","thing i think",16
"30460","thing is to",16
"30461","things about the",16
"30462","things happen to",16
"30463","things in a",16
"30464","things on my",16
"30465","think about my",16
"30466","think if i",16
"30467","think of your",16
"30468","think we were",16
"30469","think you could",16
"30470","thinking of the",16
"30471","third and fourth",16
"30472","third time in",16
"30473","this could have",16
"30474","this did not",16
"30475","this he said",16
"30476","this in my",16
"30477","this is pretty",16
"30478","this piece of",16
"30479","this season in",16
"30480","this season is",16
"30481","this very moment",16
"30482","this website comes",16
"30483","this week was",16
"30484","this weekend but",16
"30485","this weekend to",16
"30486","this when i",16
"30487","this year i'm",16
"30488","this year when",16
"30489","those that have",16
"30490","though so i",16
"30491","three run homer",16
"30492","through the entire",16
"30493","throughout the week",16
"30494","throw in the",16
"30495","thrown into the",16
"30496","time for that",16
"30497","time i know",16
"30498","time i thought",16
"30499","time to clean",16
"30500","time we have",16
"30501","time with family",16
"30502","time you can",16
"30503","times of the",16
"30504","times over the",16
"30505","to a better",16
"30506","to a different",16
"30507","to a full",16
"30508","to a higher",16
"30509","to a much",16
"30510","to a nearby",16
"30511","to a team",16
"30512","to act as",16
"30513","to amazon.com amazon.ca",16
"30514","to ask a",16
"30515","to ask questions",16
"30516","to be amazing",16
"30517","to be awesome",16
"30518","to be completely",16
"30519","to be connected",16
"30520","to be determined",16
"30521","to be hard",16
"30522","to be president",16
"30523","to be safe",16
"30524","to be super",16
"30525","to be tough",16
"30526","to begin the",16
"30527","to blame the",16
"30528","to brag about",16
"30529","to change things",16
"30530","to chat with",16
"30531","to check your",16
"30532","to click on",16
"30533","to consider the",16
"30534","to cut out",16
"30535","to dinner with",16
"30536","to double the",16
"30537","to drink it",16
"30538","to drive a",16
"30539","to each of",16
"30540","to earn advertising",16
"30541","to end it",16
"30542","to figure it",16
"30543","to find this",16
"30544","to finish my",16
"30545","to fix this",16
"30546","to follow and",16
"30547","to follow my",16
"30548","to follow on",16
"30549","to get and",16
"30550","to get by",16
"30551","to get from",16
"30552","to get past",16
"30553","to get these",16
"30554","to grow a",16
"30555","to happen and",16
"30556","to having a",16
"30557","to head over",16
"30558","to hear back",16
"30559","to her that",16
"30560","to him but",16
"30561","to hit up",16
"30562","to host the",16
"30563","to issue a",16
"30564","to it you",16
"30565","to keep all",16
"30566","to kill you",16
"30567","to know him",16
"30568","to know this",16
"30569","to know what's",16
"30570","to let people",16
"30571","to live the",16
"30572","to look in",16
"30573","to lose the",16
"30574","to make way",16
"30575","to manage the",16
"30576","to me than",16
"30577","to me you",16
"30578","to meeting you",16
"30579","to move out",16
"30580","to my computer",16
"30581","to my mother",16
"30582","to my parents",16
"30583","to myself i",16
"30584","to obtain a",16
"30585","to our friends",16
"30586","to overcome the",16
"30587","to partner with",16
"30588","to pay it",16
"30589","to perform the",16
"30590","to play as",16
"30591","to prove to",16
"30592","to purchase the",16
"30593","to push through",16
"30594","to put this",16
"30595","to reading it",16
"30596","to reflect the",16
"30597","to remind myself",16
"30598","to report the",16
"30599","to requests for",16
"30600","to resort to",16
"30601","to school for",16
"30602","to school in",16
"30603","to see everyone",16
"30604","to see these",16
"30605","to seek a",16
"30606","to sell their",16
"30607","to shoot a",16
"30608","to show a",16
"30609","to sign with",16
"30610","to stay focused",16
"30611","to step in",16
"30612","to stop in",16
"30613","to support our",16
"30614","to take home",16
"30615","to take one",16
"30616","to thank all",16
"30617","to the actual",16
"30618","to the all",16
"30619","to the book",16
"30620","to the conference",16
"30621","to the full",16
"30622","to the governor",16
"30623","to the los",16
"30624","to the lower",16
"30625","to the nfl",16
"30626","to the press",16
"30627","to the roof",16
"30628","to the title",16
"30629","to the zoo",16
"30630","to them the",16
"30631","to top it",16
"30632","to turn around",16
"30633","to use for",16
"30634","to use our",16
"30635","to use their",16
"30636","to visit a",16
"30637","to watch all",16
"30638","to wear it",16
"30639","to work but",16
"30640","to work there",16
"30641","to work this",16
"30642","to wrap up",16
"30643","today and the",16
"30644","today and then",16
"30645","today is not",16
"30646","today we will",16
"30647","today with a",16
"30648","told me you",16
"30649","told police he",16
"30650","tommy john surgery",16
"30651","tonight for the",16
"30652","tonight if you",16
"30653","too i was",16
"30654","too long ago",16
"30655","took so long",16
"30656","trying to have",16
"30657","turn it on",16
"30658","turned the corner",16
"30659","two days to",16
"30660","two kinds of",16
"30661","type of person",16
"30662","u don't have",16
"30663","u know i",16
"30664","unemployment rate is",16
"30665","unified school district",16
"30666","united states has",16
"30667","united states to",16
"30668","university of florida",16
"30669","unless you have",16
"30670","up and see",16
"30671","up for my",16
"30672","up for this",16
"30673","up he said",16
"30674","up i don't",16
"30675","up in our",16
"30676","up my alley",16
"30677","up one of",16
"30678","up to their",16
"30679","up with his",16
"30680","us a little",16
"30681","us all the",16
"30682","us spread the",16
"30683","us through the",16
"30684","us to make",16
"30685","us tonight for",16
"30686","us we were",16
"30687","use the same",16
"30688","very different from",16
"30689","very interested in",16
"30690","very well be",16
"30691","victims of the",16
"30692","waiting for this",16
"30693","wake up with",16
"30694","want to support",16
"30695","wanted her to",16
"30696","wanted to come",16
"30697","wanted to show",16
"30698","wanting to get",16
"30699","wants to join",16
"30700","war ii and",16
"30701","war on terror",16
"30702","was a chance",16
"30703","was a pleasure",16
"30704","was a year",16
"30705","was an interesting",16
"30706","was arrested for",16
"30707","was coming to",16
"30708","was described as",16
"30709","was done in",16
"30710","was elected to",16
"30711","was found on",16
"30712","was from the",16
"30713","was in her",16
"30714","was instrumental in",16
"30715","was lucky enough",16
"30716","was made to",16
"30717","was making a",16
"30718","was placed on",16
"30719","was pregnant with",16
"30720","was published in",16
"30721","was standing in",16
"30722","was surprised by",16
"30723","was that we",16
"30724","was the largest",16
"30725","was there i",16
"30726","was under the",16
"30727","was very good",16
"30728","was very happy",16
"30729","way he said",16
"30730","way i would",16
"30731","way this is",16
"30732","way to school",16
"30733","ways to get",16
"30734","we all had",16
"30735","we all just",16
"30736","we all want",16
"30737","we are about",16
"30738","we are moving",16
"30739","we are taking",16
"30740","we are too",16
"30741","we could make",16
"30742","we do a",16
"30743","we do and",16
"30744","we get our",16
"30745","we get out",16
"30746","we go through",16
"30747","we had just",16
"30748","we have is",16
"30749","we have many",16
"30750","we headed to",16
"30751","we picked up",16
"30752","we should talk",16
"30753","we supposed to",16
"30754","we take a",16
"30755","we were told",16
"30756","we're having a",16
"30757","website comes from",16
"30758","week before the",16
"30759","week from today",16
"30760","week i had",16
"30761","week on the",16
"30762","week this is",16
"30763","week with a",16
"30764","weeks ago the",16
"30765","well let me",16
"30766","went back and",16
"30767","went off to",16
"30768","were just talking",16
"30769","were not in",16
"30770","were some of",16
"30771","were to be",16
"30772","what caused the",16
"30773","what exactly is",16
"30774","what god has",16
"30775","what happened last",16
"30776","what i found",16
"30777","what is up",16
"30778","what that is",16
"30779","what this means",16
"30780","what time do",16
"30781","what time it",16
"30782","what used to",16
"30783","what we know",16
"30784","what would have",16
"30785","what you like",16
"30786","what you said",16
"30787","when he heard",16
"30788","when i can't",16
"30789","when i discovered",16
"30790","when i tried",16
"30791","when i'm in",16
"30792","when in fact",16
"30793","when it happened",16
"30794","when my mom",16
"30795","when she is",16
"30796","when we do",16
"30797","when we went",16
"30798","when you hit",16
"30799","when you try",16
"30800","where are they",16
"30801","where the fuck",16
"30802","which i was",16
"30803","which included a",16
"30804","which includes a",16
"30805","which is also",16
"30806","which is good",16
"30807","which means they",16
"30808","while we are",16
"30809","who are still",16
"30810","who has had",16
"30811","who have lost",16
"30812","who have not",16
"30813","who heads the",16
"30814","who is ready",16
"30815","who is still",16
"30816","who it was",16
"30817","who like to",16
"30818","who lost their",16
"30819","who participated in",16
"30820","who said she",16
"30821","who served as",16
"30822","who was born",16
"30823","why can't we",16
"30824","why didn't you",16
"30825","why don’t you",16
"30826","why is he",16
"30827","why is that",16
"30828","why is there",16
"30829","why we are",16
"30830","wild things are",16
"30831","will be attending",16
"30832","will be for",16
"30833","will be joining",16
"30834","will be required",16
"30835","will be worth",16
"30836","will change the",16
"30837","will go back",16
"30838","will i be",16
"30839","will know that",16
"30840","will love it",16
"30841","will love you",16
"30842","will make me",16
"30843","will never see",16
"30844","will of god",16
"30845","will probably have",16
"30846","will run for",16
"30847","will see the",16
"30848","willing to go",16
"30849","willing to share",16
"30850","win a game",16
"30851","with a side",16
"30852","with him on",16
"30853","with him the",16
"30854","with just the",16
"30855","with me but",16
"30856","with me today",16
"30857","with my love",16
"30858","with the american",16
"30859","with the band",16
"30860","with the bases",16
"30861","with the boys",16
"30862","with the county",16
"30863","with the government",16
"30864","with the matter",16
"30865","with the money",16
"30866","with the power",16
"30867","with the public",16
"30868","with the sun",16
"30869","with them to",16
"30870","with us on",16
"30871","with us the",16
"30872","with us this",16
"30873","with what they",16
"30874","with you but",16
"30875","within a year",16
"30876","within the first",16
"30877","woman on the",16
"30878","work he said",16
"30879","work so i",16
"30880","work with them",16
"30881","work work work",16
"30882","worked so hard",16
"30883","works for the",16
"30884","world that is",16
"30885","worth a try",16
"30886","would be difficult",16
"30887","would do that",16
"30888","would have just",16
"30889","would mean so",16
"30890","would not want",16
"30891","would still have",16
"30892","would take the",16
"30893","wouldn’t have been",16
"30894","write about the",16
"30895","writing about the",16
"30896","written by a",16
"30897","y u no",16
"30898","yea i know",16
"30899","year but the",16
"30900","year of college",16
"30901","year or two",16
"30902","year that the",16
"30903","year to the",16
"30904","years ago my",16
"30905","years and years",16
"30906","years before the",16
"30907","years later i",16
"30908","years since the",16
"30909","yet i am",16
"30910","you are enjoying",16
"30911","you back in",16
"30912","you be at",16
"30913","you can stay",16
"30914","you can to",16
"30915","you can't even",16
"30916","you can't find",16
"30917","you can't go",16
"30918","you can't see",16
"30919","you could also",16
"30920","you dm me",16
"30921","you don't think",16
"30922","you dont know",16
"30923","you feel you",16
"30924","you follow back",16
"30925","you got your",16
"30926","you grow up",16
"30927","you guys were",16
"30928","you is a",16
"30929","you know he",16
"30930","you know she",16
"30931","you know there",16
"30932","you like that",16
"30933","you like this",16
"30934","you look for",16
"30935","you looking forward",16
"30936","you ought to",16
"30937","you put it",16
"30938","you put your",16
"30939","you read it",16
"30940","you remember the",16
"30941","you said it",16
"30942","you should not",16
"30943","you so so",16
"30944","you take it",16
"30945","you think you're",16
"30946","you through the",16
"30947","you to our",16
"30948","you were able",16
"30949","you were born",16
"30950","you will also",16
"30951","you will you",16
"30952","you with your",16
"30953","you would not",16
"30954","you'll want to",16
"30955","your child is",16
"30956","your day is",16
"30957","your face and",16
"30958","your favorite song",16
"30959","your hands on",16
"30960","your life you",16
"30961","your loved ones",16
"30962","your name and",16
"30963","a bid to",15
"30964","a big thing",15
"30965","a bit better",15
"30966","a blast at",15
"30967","a book of",15
"30968","a bowl and",15
"30969","a business that",15
"30970","a car in",15
"30971","a class action",15
"30972","a close up",15
"30973","a country that",15
"30974","a cross between",15
"30975","a damn about",15
"30976","a day before",15
"30977","a day but",15
"30978","a decision that",15
"30979","a division of",15
"30980","a dose of",15
"30981","a fantastic time",15
"30982","a few bucks",15
"30983","a few pictures",15
"30984","a field goal",15
"30985","a film about",15
"30986","a game in",15
"30987","a generation of",15
"30988","a girl is",15
"30989","a goal of",15
"30990","a golf course",15
"30991","a good question",15
"30992","a good show",15
"30993","a great big",15
"30994","a great example",15
"30995","a guest on",15
"30996","a guide to",15
"30997","a gun and",15
"30998","a handle on",15
"30999","a hold of",15
"31000","a hospital in",15
"31001","a job with",15
"31002","a key role",15
"31003","a kid and",15
"31004","a later date",15
"31005","a letter of",15
"31006","a life that",15
"31007","a lifetime of",15
"31008","a little worried",15
"31009","a long story",15
"31010","a long weekend",15
"31011","a loss for",15
"31012","a man that",15
"31013","a mile and",15
"31014","a million times",15
"31015","a moment i",15
"31016","a moment in",15
"31017","a mother and",15
"31018","a music video",15
"31019","a must for",15
"31020","a new idea",15
"31021","a new project",15
"31022","a new state",15
"31023","a nice guy",15
"31024","a one man",15
"31025","a party and",15
"31026","a person that",15
"31027","a person to",15
"31028","a photograph of",15
"31029","a public meeting",15
"31030","a really cool",15
"31031","a report on",15
"31032","a roller coaster",15
"31033","a run of",15
"31034","a s o",15
"31035","a safe trip",15
"31036","a scale of",15
"31037","a show at",15
"31038","a song and",15
"31039","a spot on",15
"31040","a state championship",15
"31041","a story to",15
"31042","a study by",15
"31043","a taste for",15
"31044","a thing or",15
"31045","a time the",15
"31046","a top priority",15
"31047","a very cool",15
"31048","a web site",15
"31049","a wire rack",15
"31050","a woman with",15
"31051","a word in",15
"31052","a word that",15
"31053","a world that",15
"31054","able to run",15
"31055","able to say",15
"31056","able to stop",15
"31057","about a few",15
"31058","about each other",15
"31059","about how many",15
"31060","about how this",15
"31061","about it my",15
"31062","about one third",15
"31063","about six months",15
"31064","about the city",15
"31065","about the game",15
"31066","about the issue",15
"31067","about the process",15
"31068","about the rest",15
"31069","about three weeks",15
"31070","about to begin",15
"31071","about why the",15
"31072","accordance with the",15
"31073","according to her",15
"31074","according to state",15
"31075","acting like a",15
"31076","add me on",15
"31077","added a few",15
"31078","advance of the",15
"31079","afford to pay",15
"31080","after a little",15
"31081","after a week",15
"31082","after all it",15
"31083","after all this",15
"31084","after decades of",15
"31085","after his death",15
"31086","after i had",15
"31087","after leaving the",15
"31088","after world war",15
"31089","again for a",15
"31090","again next year",15
"31091","alice in wonderland",15
"31092","all about my",15
"31093","all depends on",15
"31094","all else fails",15
"31095","all from the",15
"31096","all i was",15
"31097","all it takes",15
"31098","all that matters",15
"31099","all that much",15
"31100","all the bad",15
"31101","all the problems",15
"31102","all the women",15
"31103","all these people",15
"31104","all they have",15
"31105","allows him to",15
"31106","almost time to",15
"31107","along the river",15
"31108","along with other",15
"31109","also a lot",15
"31110","also going to",15
"31111","also made a",15
"31112","also plans to",15
"31113","although i am",15
"31114","although i do",15
"31115","always a pleasure",15
"31116","always be in",15
"31117","am one of",15
"31118","am proud to",15
"31119","am ready for",15
"31120","am starting to",15
"31121","am sure it",15
"31122","amounts to a",15
"31123","an agreement to",15
"31124","an all out",15
"31125","an art form",15
"31126","an assistant professor",15
"31127","an audience of",15
"31128","an entirely new",15
"31129","an extended period",15
"31130","an issue in",15
"31131","an option to",15
"31132","an organization that",15
"31133","and a full",15
"31134","and all my",15
"31135","and always will",15
"31136","and as an",15
"31137","and as for",15
"31138","and asked him",15
"31139","and asked me",15
"31140","and at a",15
"31141","and clean up",15
"31142","and cut into",15
"31143","and dealing with",15
"31144","and doing a",15
"31145","and doing it",15
"31146","and dozens of",15
"31147","and drove in",15
"31148","and economic development",15
"31149","and enjoy a",15
"31150","and every other",15
"31151","and failed to",15
"31152","and found out",15
"31153","and friends and",15
"31154","and from there",15
"31155","and give the",15
"31156","and give you",15
"31157","and go on",15
"31158","and go with",15
"31159","and grab a",15
"31160","and hang out",15
"31161","and has had",15
"31162","and has not",15
"31163","and he gets",15
"31164","and he knows",15
"31165","and her mother",15
"31166","and how you",15
"31167","and i bet",15
"31168","and i live",15
"31169","and i sat",15
"31170","and i should",15
"31171","and i wasn’t",15
"31172","and i wonder",15
"31173","and i'll send",15
"31174","and i'm already",15
"31175","and if it's",15
"31176","and if there",15
"31177","and in particular",15
"31178","and in their",15
"31179","and is currently",15
"31180","and is scheduled",15
"31181","and it all",15
"31182","and it didn't",15
"31183","and it really",15
"31184","and it seemed",15
"31185","and it shows",15
"31186","and joined the",15
"31187","and keep it",15
"31188","and living in",15
"31189","and me and",15
"31190","and me both",15
"31191","and more about",15
"31192","and my friends",15
"31193","and not being",15
"31194","and on their",15
"31195","and possession of",15
"31196","and refused to",15
"31197","and replace it",15
"31198","and say what",15
"31199","and see a",15
"31200","and see that",15
"31201","and set up",15
"31202","and so do",15
"31203","and so they",15
"31204","and sprinkle with",15
"31205","and started a",15
"31206","and tell him",15
"31207","and that has",15
"31208","and that's all",15
"31209","and that’s the",15
"31210","and the beautiful",15
"31211","and the big",15
"31212","and the business",15
"31213","and the cost",15
"31214","and the council",15
"31215","and the crowd",15
"31216","and the film",15
"31217","and the future",15
"31218","and the girls",15
"31219","and the internet",15
"31220","and the men",15
"31221","and the truth",15
"31222","and the west",15
"31223","and the work",15
"31224","and their friends",15
"31225","and then there's",15
"31226","and they didn't",15
"31227","and they know",15
"31228","and they still",15
"31229","and those of",15
"31230","and thought i",15
"31231","and three other",15
"31232","and tired of",15
"31233","and to a",15
"31234","and today is",15
"31235","and try it",15
"31236","and turn it",15
"31237","and used to",15
"31238","and walk away",15
"31239","and was able",15
"31240","and was taken",15
"31241","and we would",15
"31242","and we'll be",15
"31243","and what not",15
"31244","and why it",15
"31245","and will do",15
"31246","and willing to",15
"31247","and yes it",15
"31248","and you guys",15
"31249","announced this week",15
"31250","annual rate of",15
"31251","any form of",15
"31252","anyone else in",15
"31253","anything to get",15
"31254","approval of the",15
"31255","are all so",15
"31256","are becoming more",15
"31257","are concerned about",15
"31258","are continuing to",15
"31259","are just too",15
"31260","are like a",15
"31261","are like the",15
"31262","are many other",15
"31263","are needed to",15
"31264","are only a",15
"31265","are out there",15
"31266","are perfect for",15
"31267","are so right",15
"31268","are the two",15
"31269","are you just",15
"31270","are you not",15
"31271","are you watching",15
"31272","areas such as",15
"31273","arms and legs",15
"31274","army corps of",15
"31275","around to the",15
"31276","arrested in the",15
"31277","article on the",15
"31278","as a big",15
"31279","as a black",15
"31280","as a public",15
"31281","as a second",15
"31282","as a starter",15
"31283","as a symbol",15
"31284","as far away",15
"31285","as his own",15
"31286","as i remember",15
"31287","as i sit",15
"31288","as i type",15
"31289","as i'm concerned",15
"31290","as it seems",15
"31291","as late as",15
"31292","as much about",15
"31293","as the city",15
"31294","as the old",15
"31295","as the world",15
"31296","as they had",15
"31297","as we get",15
"31298","as we go",15
"31299","as well that",15
"31300","asked if they",15
"31301","asked if we",15
"31302","at a hospital",15
"31303","at a table",15
"31304","at all just",15
"31305","at every turn",15
"31306","at least on",15
"31307","at notre dame",15
"31308","at penn state",15
"31309","at san diego",15
"31310","at the ballpark",15
"31311","at the computer",15
"31312","at the lake",15
"31313","at the london",15
"31314","at the nfl",15
"31315","at the pool",15
"31316","at the post",15
"31317","at war with",15
"31318","at work but",15
"31319","away at the",15
"31320","awesome if you",15
"31321","back at me",15
"31322","back home in",15
"31323","back i was",15
"31324","back of his",15
"31325","back on a",15
"31326","back so i",15
"31327","bad girls club",15
"31328","banks of the",15
"31329","bar and grill",15
"31330","be a member",15
"31331","be a more",15
"31332","be a surprise",15
"31333","be all over",15
"31334","be an option",15
